MovieNumber,Title,Myrating,Genre,MyGenre,Director Name
1902,Boys Don't Cry,21,Biography,resmethrin,Kimberly Peirce
1903,Breakfast of Champions,92,Comedy,angledozer,Alan Rudolph
1904,Bringing Out the Dead,51,Drama,ethoxylate,Martin Scorsese
1905,Brokedown Palace,11,Drama,ursidae,Jonathan Kaplan
1906,But I'm a Cheerleader,23,Comedy,whippowill,Jamie Babbit
1907,Chill Factor,61,Action,silurid,Hugh Johnson
1908,Cradle Will Rock,12,Drama,bardiche,Tim Robbins
1909,Crazy in Alabama,69,Comedy,logicists,Antonio Banderas
1910,Cruel Intentions,98,Drama,parroter,Roger Kumble
1911,Deep Blue Sea,18,Action,hell-rake,Renny Harlin
1912,Deterrence,24,Drama,triphylite,Rod Lurie
1913,Detroit Rock City,11,Comedy,distancy,Adam Rifkin
1914,Deuce Bigalow: Male Gigolo,32,Comedy,spinnies,Mike Mitchell
1915,Dick,88,Comedy,resmethrin,Andrew Fleming
1916,Dogma,45,Adventure,angledozer,Kevin Smith
1917,Double Jeopardy,30,Crime,ethoxylate,Bruce Beresford
1918,Doug's 1st Movie,3,Animation,ursidae,Maurice Joyce
1919,Dreaming of Joseph Lees,2,Drama,whippowill,Eric Styles
1920,Drive Me Crazy,5,Comedy,silurid,John Schultz
1921,Drop Dead Gorgeous,81,Comedy,bardiche,Michael Patrick Jann
1922,Dudley Do-Right,44,Comedy,logicists,Hugh Wilson
1923,East Is East,14,Comedy,parroter,Damien O'Donnell
1924,Edtv,81,Comedy,hell-rake,Ron Howard
1925,Election,37,Comedy,triphylite,Alexander Payne
1926,End of Days,77,Action,distancy,Peter Hyams
1927,Entrapment,84,Action,spinnies,Jon Amiel
1928,eXistenZ,92,Horror,resmethrin,David Cronenberg
1929,Eye of the Beholder,85,Drama,angledozer,Stephan Elliott
1930,Eyes Wide Shut,11,Drama,ethoxylate,Stanley Kubrick
1931,Fantasia 2000,88,Animation,ursidae,James Algar
1932,Fight Club,89,Drama,whippowill,David Fincher
1933,Flawless,56,Comedy,silurid,Joel Schumacher
1934,Foolish,78,Comedy,bardiche,Dave Meyers
1935,For Love of the Game,56,Drama,logicists,Sam Raimi
1936,Galaxy Quest,67,Adventure,parroter,Dean Parisot
1937,"Girl, Interrupted",95,Biography,hell-rake,James Mangold
1938,Go,47,Comedy,triphylite,Doug Liman
1939,Godzilla 2000,4,Action,distancy,Takao Okawara
1940,"Happy, Texas",81,Comedy,spinnies,Mark Illsley
1941,Held Up,93,Comedy,resmethrin,Steve Rash
1942,House on Haunted Hill,81,Horror,angledozer,William Malone
1943,Human Traffic,14,Comedy,ethoxylate,Justin Kerrigan
1944,Idle Hands,93,Comedy,ursidae,Rodman Flender
1945,In Dreams,95,Drama,whippowill,Neil Jordan
1946,In Too Deep,43,Crime,silurid,Michael Rymer
1947,Inspector Gadget,82,Action,bardiche,David Kellogg
1948,Instinct,1,Drama,logicists,Jon Turteltaub
1949,Jakob the Liar,37,Drama,parroter,Peter Kassovitz
1950,Jawbreaker,52,Comedy,hell-rake,Darren Stein
1951,Jesus' Son,92,Drama,triphylite,Alison Maclean
1952,Just Looking,43,Comedy,distancy,Jason Alexander
1953,Lake Placid,12,Action,spinnies,Steve Miner
1954,Light It Up,14,Drama,resmethrin,Craig Bolotin
1955,Limbo,41,Adventure,angledozer,John Sayles
1956,Love Stinks,90,Comedy,ethoxylate,Jeff Franklin
1957,Magnolia,56,Drama,ursidae,Paul Thomas Anderson
1958,Man on the Moon,37,Biography,whippowill,Milos Forman
1959,Message in a Bottle,41,Drama,silurid,Luis Mandoki
1960,Mickey Blue Eyes,63,Comedy,bardiche,Kelly Makin
1961,Molly,32,Comedy,logicists,John Duigan
1962,Mumford,7,Comedy,parroter,Lawrence Kasdan
1963,Muppets from Space,46,Adventure,hell-rake,Tim Hill
1964,My Favorite Martian,29,Comedy,triphylite,Donald Petrie
1965,Mystery Men,34,Action,distancy,Kinka Usher
1966,"Mystery, Alaska",39,Comedy,spinnies,Jay Roach
1967,Notting Hill,65,Comedy,resmethrin,Roger Michell
1968,Office Space,28,Comedy,angledozer,Mike Judge
1969,One Man's Hero,82,Action,ethoxylate,Lance Hool
1970,Outside Providence,39,Comedy,ursidae,Michael Corrente
1971,Payback,29,Action,whippowill,Brian Helgeland
1972,Play It to the Bone,51,Comedy,silurid,Ron Shelton
1973,Pushing Tin,74,Comedy,bardiche,Mike Newell
1974,Random Hearts,32,Drama,logicists,Sydney Pollack
1975,Ravenous,23,Fantasy,parroter,Antonia Bird
1976,Ride with the Devil,97,Drama,hell-rake,Ang Lee
1977,Runaway Bride,6,Comedy,triphylite,Garry Marshall
1978,She's All That,98,Comedy,distancy,Robert Iscove
1979,Simply Irresistible,64,Comedy,spinnies,Mark Tarlov
1980,Smiling Fish & Goat on Fire,43,Comedy,resmethrin,Kevin Jordan
1981,Snow Falling on Cedars,56,Drama,angledozer,Scott Hicks
1982,South Park: Bigger Longer & Uncut,37,Animation,ethoxylate,Trey Parker
1983,Star Wars: Episode I - The Phantom Menace,54,Action,ursidae,George Lucas
1984,Stigmata,60,Horror,whippowill,Rupert Wainwright
1985,Stir of Echoes,70,Horror,silurid,David Koepp
1986,Stuart Little,86,Adventure,bardiche,Rob Minkoff
1987,Sugar Town,49,Comedy,logicists,Allison Anders
1988,Summer of Sam,74,Crime,parroter,Spike Lee
1989,Superstar,19,Comedy,hell-rake,Bruce McCulloch
1990,Tea with Mussolini,64,Comedy,triphylite,Franco Zeffirelli
1991,The 13th Warrior,82,Action,distancy,John McTiernan
1992,The Adventures of Elmo in Grouchland,4,Adventure,spinnies,Gary Halvorson
1993,The Astronaut's Wife,33,Drama,resmethrin,Rand Ravich
1994,The Basket,12,Drama,angledozer,Rich Cowan
1995,The Best Man,77,Comedy,ethoxylate,Malcolm D. Lee
1996,The Big Tease,26,Comedy,ursidae,Kevin Allen
1997,The Blair Witch Project,12,Horror,whippowill,Daniel Myrick
1998,The Bone Collector,56,Crime,silurid,Phillip Noyce
1999,The Corruptor,74,Action,bardiche,James Foley
2000,The Deep End of the Ocean,12,Drama,logicists,Ulu Grosbard
2001,The End of the Affair,62,Drama,parroter,Neil Jordan
2002,The General's Daughter,21,Drama,hell-rake,Simon West
2003,The Green Mile,92,Crime,triphylite,Frank Darabont
2004,The Haunting,51,Fantasy,distancy,Jan de Bont
2005,The Hurricane,11,Biography,spinnies,Norman Jewison
2006,The Insider,23,Biography,resmethrin,Michael Mann
2007,The Iron Giant,61,Action,angledozer,Brad Bird
2008,The Limey,12,Crime,ethoxylate,Steven Soderbergh
2009,The Loss of Sexual Innocence,69,Drama,ursidae,Mike Figgis
2010,The Matrix,98,Action,whippowill,Lana Wachowski
2011,The Messenger: The Story of Joan of Arc,18,Adventure,silurid,Luc Besson
2012,The Muse,24,Comedy,bardiche,Albert Brooks
2013,The Ninth Gate,11,Mystery,logicists,Roman Polanski
2014,The Omega Code,32,Action,parroter,Robert Marcarelli
2015,The Out-of-Towners,88,Comedy,hell-rake,Sam Weisman
2016,The Rage: Carrie 2,45,Horror,triphylite,Katt Shea
2017,The Sixth Sense,30,Drama,distancy,M. Night Shyamalan
2018,The Story of Us,3,Comedy,spinnies,Rob Reiner
2019,The Straight Story,2,Biography,resmethrin,David Lynch
2020,The Talented Mr. Ripley,5,Crime,angledozer,Anthony Minghella
2021,The Thirteenth Floor,81,Mystery,ethoxylate,Josef Rusnak
2022,The Thomas Crown Affair,44,Crime,ursidae,John McTiernan
2023,The Virgin Suicides,14,Drama,whippowill,Sofia Coppola
2024,The Woman Chaser,81,Comedy,silurid,Robinson Devor
2025,The Wood,37,Comedy,bardiche,Rick Famuyiwa
2026,The World Is Not Enough,77,Action,logicists,Michael Apted
2027,Three Kings,84,Action,parroter,David O. Russell
2028,Three to Tango,92,Comedy,hell-rake,Damon Santostefano
2029,Topsy-Turvy,85,Biography,triphylite,Mike Leigh
2030,Toy Story 2,11,Adventure,distancy,John Lasseter
2031,Tumbleweeds,88,Comedy,spinnies,Gavin O'Connor
2032,Twin Falls Idaho,89,Drama,resmethrin,Michael Polish
2033,Universal Soldier: The Return,56,Action,angledozer,Mic Rodgers
2034,Varsity Blues,78,Comedy,ethoxylate,Brian Robbins
2035,Wild Wild West,56,Action,ursidae,Barry Sonnenfeld
2036,Wing Commander,67,Action,whippowill,Chris Roberts
2037,102 Dalmatians,95,Adventure,silurid,Kevin Lima
2038,28 Days,47,Comedy,bardiche,Betty Thomas
2039,3 Strikes,4,Comedy,logicists,DJ Pooh
2040,Aberdeen,81,Drama,parroter,Hans Petter Moland
2041,All the Pretty Horses,93,Drama,hell-rake,Billy Bob Thornton
2042,Almost Famous,81,Adventure,triphylite,Cameron Crowe
2043,American Psycho,14,Crime,distancy,Mary Harron
2044,Amores Perros,93,Drama,spinnies,Alejandro G. IÃ±Ã¡rritu
2045,An Everlasting Piece,95,Comedy,resmethrin,Barry Levinson
2046,Anatomy,43,Horror,angledozer,Stefan Ruzowitzky
2047,Autumn in New York,82,Drama,ethoxylate,Joan Chen
2048,Bamboozled,1,Comedy,ursidae,Spike Lee
2049,Battlefield Earth,37,Action,whippowill,Roger Christian
2050,Bedazzled,52,Comedy,silurid,Harold Ramis
2051,Best in Show,92,Comedy,bardiche,Christopher Guest
2052,Big Momma's House,43,Action,logicists,Raja Gosnell
2053,Billy Elliot,12,Drama,parroter,Stephen Daldry
2054,Bless the Child,14,Crime,hell-rake,Chuck Russell
2055,Boiler Room,41,Crime,triphylite,Ben Younger
2056,Book of Shadows: Blair Witch 2,90,Adventure,distancy,Joe Berlinger
2057,Boys and Girls,56,Comedy,spinnies,Robert Iscove
2058,Bring It On,37,Comedy,resmethrin,Peyton Reed
2059,Brother,41,Crime,angledozer,Takeshi Kitano
2060,Cast Away,63,Adventure,ethoxylate,Robert Zemeckis
2061,Cecil B. DeMented,32,Comedy,ursidae,John Waters
2062,Center Stage,7,Drama,whippowill,Nicholas Hytner
2063,Charlie's Angels,46,Action,silurid,McG
2064,Chicken Run,29,Adventure,bardiche,Peter Lord
2065,Chocolat,34,Drama,logicists,Lasse HallstrÃ¶m
2066,Chuck & Buck,39,Comedy,parroter,Miguel Arteta
2067,Coyote Ugly,65,Comedy,hell-rake,David McNally
2068,"Crouching Tiger, Hidden Dragon",28,Action,triphylite,Ang Lee
2069,Dancer in the Dark,82,Crime,distancy,Lars von Trier
2070,Digimon: The Movie,39,Action,spinnies,Mamoru Hosoda
2071,Dinosaur,29,Adventure,resmethrin,Eric Leighton
2072,Down to You,51,Comedy,angledozer,Kris Isacsson
2073,Dracula 2000,74,Action,ethoxylate,Patrick Lussier
2074,Drowning Mona,32,Comedy,ursidae,Nick Gomez
2075,"Dude, Where's My Car?",23,Comedy,whippowill,Danny Leiner
2076,Duets,97,Comedy,silurid,Bruce Paltrow
2077,Erin Brockovich,6,Biography,bardiche,Steven Soderbergh
2078,Final Destination,98,Horror,logicists,James Wong
2079,Finding Forrester,64,Drama,parroter,Gus Van Sant
2080,Fiza,43,Drama,hell-rake,Khalid Mohamed
2081,Frequency,56,Crime,triphylite,Gregory Hoblit
2082,George Washington,37,Drama,distancy,David Gordon Green
2083,Get Carter,54,Action,spinnies,Stephen Kay
2084,Gladiator,60,Action,resmethrin,Ridley Scott
2085,Gone in Sixty Seconds,70,Action,angledozer,Dominic Sena
2086,Gossip,86,Drama,ethoxylate,Davis Guggenheim
2087,Groove,49,Drama,ursidae,Greg Harrison
2088,Gun Shy,74,Comedy,whippowill,Eric Blakeney
2089,Hanging Up,19,Comedy,silurid,Diane Keaton
2090,Here on Earth,64,Drama,bardiche,Mark Piznarski
2091,High Fidelity,82,Comedy,logicists,Stephen Frears
2092,Highlander: Endgame,4,Action,parroter,Douglas Aarniokoski
2093,Hollow Man,33,Action,hell-rake,Paul Verhoeven
2094,How the Grinch Stole Christmas,12,Comedy,triphylite,Ron Howard
2095,I Dreamed of Africa,77,Adventure,distancy,Hugh Hudson
2096,Isn't She Great,26,Biography,spinnies,Andrew Bergman
2097,Keeping the Faith,12,Comedy,resmethrin,Edward Norton
2098,Little Nicky,56,Comedy,angledozer,Steven Brill
2099,Loser,74,Comedy,ethoxylate,Amy Heckerling
2100,Lost Souls,12,Drama,ursidae,Janusz Kaminski
2101,Love & Basketball,62,Drama,whippowill,Gina Prince-Bythewood
2102,Lucky Numbers,21,Comedy,silurid,Nora Ephron
2103,Luminarias,92,Comedy,bardiche,JosÃ© Luis Valenzuela
2104,"Me, Myself & Irene",51,Comedy,logicists,Bobby Farrelly
2105,Meet the Parents,11,Comedy,parroter,Jay Roach
2106,Memento,23,Mystery,hell-rake,Christopher Nolan
2107,Men of Honor,61,Biography,triphylite,George Tillman Jr.
2108,Mercy Streets,12,Action,distancy,Jon Gunn
2109,Miss Congeniality,69,Action,spinnies,Donald Petrie
2110,Mission to Mars,98,Adventure,resmethrin,Brian De Palma
2111,Mission: Impossible II,18,Action,angledozer,John Woo
2112,My Dog Skip,24,Drama,ethoxylate,Jay Russell
2113,Next Friday,11,Comedy,ursidae,Steve Carr
2114,Nine Queens,32,Crime,whippowill,FabiÃ¡n Bielinsky
2115,Nurse Betty,88,Comedy,silurid,Neil LaBute
2116,Nutty Professor II: The Klumps,45,Comedy,bardiche,Peter Segal
2117,"O Brother, Where Art Thou?",30,Adventure,logicists,Joel Coen
2118,Pay It Forward,3,Drama,parroter,Mimi Leder
2119,Pitch Black,2,Horror,hell-rake,David Twohy
2120,Pollock,5,Biography,triphylite,Ed Harris
2121,Proof of Life,81,Action,distancy,Taylor Hackford
2122,Psycho Beach Party,44,Comedy,spinnies,Robert Lee King
2123,Quills,14,Biography,resmethrin,Philip Kaufman
2124,Ready to Rumble,81,Comedy,angledozer,Brian Robbins
2125,Red Planet,37,Action,ethoxylate,Antony Hoffman
2126,Reindeer Games,77,Action,ursidae,John Frankenheimer
2127,Remember the Titans,84,Biography,whippowill,Boaz Yakin
2128,Requiem for a Dream,92,Drama,silurid,Darren Aronofsky
2129,Return to Me,85,Comedy,bardiche,Bonnie Hunt
2130,Road Trip,11,Comedy,logicists,Todd Phillips
2131,Romeo Must Die,88,Action,parroter,Andrzej Bartkowiak
2132,Rugrats in Paris: The Movie,89,Adventure,hell-rake,Stig Bergqvist
2133,Scream 3,56,Horror,triphylite,Wes Craven
2134,Screwed,78,Comedy,distancy,Scott Alexander
2135,Shadow of the Vampire,56,Drama,spinnies,E. Elias Merhige
2136,Shaft,67,Action,resmethrin,John Singleton
2137,Shanghai Noon,95,Action,angledozer,Tom Dey
2138,Small Time Crooks,47,Comedy,ethoxylate,Woody Allen
2139,Snatch,4,Comedy,ursidae,Guy Ritchie
2140,Snow Day,81,Adventure,whippowill,Chris Koch
2141,Songcatcher,93,Drama,silurid,Maggie Greenwald
2142,Space Cowboys,81,Action,bardiche,Clint Eastwood
2143,Supernova,14,Horror,logicists,Walter Hill
2144,Tadpole,93,Comedy,parroter,Gary Winick
2145,The 6th Day,95,Action,hell-rake,Roger Spottiswoode
2146,The Adventures of Rocky & Bullwinkle,43,Adventure,triphylite,Des McAnuff
2147,The Art of War,82,Action,distancy,Christian Duguay
2148,The Beach,1,Adventure,spinnies,Danny Boyle
2149,The Broken Hearts Club: A Romantic Comedy,37,Comedy,resmethrin,Greg Berlanti
2150,The Cell,52,Horror,angledozer,Tarsem Singh
2151,The Circle,92,Drama,ethoxylate,Jafar Panahi
2152,The Claim,43,Drama,ursidae,Michael Winterbottom
2153,The Contender,12,Drama,whippowill,Rod Lurie
2154,The Crew,14,Comedy,silurid,Michael Dinner
2155,The Emperor's New Groove,41,Adventure,bardiche,Mark Dindal
2156,The Family Man,90,Comedy,logicists,Brett Ratner
2157,The Flintstones in Viva Rock Vegas,56,Comedy,parroter,Brian Levant
2158,The House of Mirth,37,Drama,hell-rake,Terence Davies
2159,The In Crowd,41,Drama,triphylite,Mary Lambert
2160,The Kid,63,Comedy,distancy,Jon Turteltaub
2161,The Ladies Man,32,Comedy,spinnies,Reginald Hudlin
2162,The Legend of Bagger Vance,7,Drama,resmethrin,Robert Redford
2163,The Little Vampire,46,Adventure,angledozer,Uli Edel
2164,The Next Best Thing,29,Comedy,ethoxylate,John Schlesinger
2165,The Original Kings of Comedy,34,Comedy,ursidae,Spike Lee
2166,The Patriot,39,Action,whippowill,Roland Emmerich
2167,The Perfect Storm,65,Action,silurid,Wolfgang Petersen
2168,The Replacements,28,Comedy,bardiche,Howard Deutch
2169,The Road to El Dorado,82,Adventure,logicists,Bibo Bergeron
2170,The Skulls,39,Action,parroter,Rob Cohen
2171,The Specials,29,Action,hell-rake,Craig Mazin
2172,The Tigger Movie,51,Animation,triphylite,Jun Falkenstein
2173,The Watcher,74,Crime,distancy,Joe Charbanic
2174,The Way of the Gun,32,Action,spinnies,Christopher McQuarrie
2175,The Whole Nine Yards,23,Comedy,resmethrin,Jonathan Lynn
2176,The Widow of Saint-Pierre,97,Drama,angledozer,Patrice Leconte
2177,The Yards,6,Crime,ethoxylate,James Gray
2178,Thirteen Days,98,Drama,ursidae,Roger Donaldson
2179,Thomas and the Magic Railroad,64,Adventure,whippowill,Britt Allcroft
2180,Titan A.E.,43,Action,silurid,Don Bluth
2181,Traffic,56,Crime,bardiche,Steven Soderbergh
2182,U-571,37,Action,logicists,Jonathan Mostow
2183,Unbreakable,54,Drama,parroter,M. Night Shyamalan
2184,Urban Legends: Final Cut,60,Horror,hell-rake,John Ottman
2185,Urbania,70,Drama,triphylite,Jon Shear
2186,Vertical Limit,86,Action,distancy,Martin Campbell
2187,What Lies Beneath,49,Drama,spinnies,Robert Zemeckis
2188,What Planet Are You From?,74,Comedy,resmethrin,Mike Nichols
2189,What Women Want,19,Comedy,angledozer,Nancy Meyers
2190,Whatever It Takes,64,Comedy,ethoxylate,David Raynr
2191,Where the Heart Is,82,Comedy,ursidae,Matt Williams
2192,Whipped,4,Comedy,whippowill,Peter M. Cohen
2193,Woman on Top,33,Comedy,silurid,Fina Torres
2194,Wonder Boys,12,Comedy,bardiche,Curtis Hanson
2195,X-Men,77,Action,logicists,Bryan Singer
2196,You Can Count on Me,26,Drama,parroter,Kenneth Lonergan
2197,15 Minutes,12,Action,hell-rake,John Herzfeld
2198,3000 Miles to Graceland,56,Action,triphylite,Demian Lichtenstein
2199,A Beautiful Mind,74,Biography,distancy,Ron Howard
2200,A Knight's Tale,12,Action,spinnies,Brian Helgeland
2201,A.I. Artificial Intelligence,62,Adventure,resmethrin,Steven Spielberg
2202,Ali,21,Biography,angledozer,Michael Mann
2203,Alias Betty,92,Comedy,ethoxylate,Claude Miller
2204,All the Queen's Men,51,Action,ursidae,Stefan Ruzowitzky
2205,Along Came a Spider,11,Crime,whippowill,Lee Tamahori
2206,AmÃ©lie,23,Comedy,silurid,Jean-Pierre Jeunet
2207,American Desi,61,Comedy,bardiche,Piyush Dinker Pandya
2208,American Outlaws,12,Action,logicists,Les Mayfield
2209,American Pie 2,69,Comedy,parroter,J.B. Rogers
2210,America's Sweethearts,98,Comedy,hell-rake,Joe Roth
2211,Angel Eyes,18,Drama,triphylite,Luis Mandoki
2212,Antitrust,24,Action,distancy,Peter Howitt
2213,Atlantis: The Lost Empire,11,Action,spinnies,Gary Trousdale
2214,Ayurveda: Art of Being,32,Documentary,resmethrin,Pan Nalin
2215,Baby Boy,88,Crime,angledozer,John Singleton
2216,Bandits,45,Comedy,ethoxylate,Barry Levinson
2217,Behind Enemy Lines,30,Action,ursidae,John Moore
2218,Birthday Girl,3,Comedy,whippowill,Jez Butterworth
2219,Black Hawk Down,2,Drama,silurid,Ridley Scott
2220,Black Knight,5,Adventure,bardiche,Gil Junger
2221,Blow,81,Biography,logicists,Ted Demme
2222,Bridget Jones's Diary,44,Comedy,parroter,Sharon Maguire
2223,Brigham City,14,Crime,hell-rake,Richard Dutcher
2224,Bubble Boy,81,Adventure,triphylite,Blair Hayes
2225,Buffalo Soldiers,37,Comedy,distancy,Gregor Jordan
2226,Captain Corelli's Mandolin,77,Drama,spinnies,John Madden
2227,Cats & Dogs,84,Action,resmethrin,Lawrence Guterman
2228,Corky Romano,92,Comedy,angledozer,Rob Pritts
2229,Crazy/Beautiful,85,Drama,ethoxylate,John Stockwell
2230,Crocodile Dundee in Los Angeles,11,Adventure,ursidae,Simon Wincer
2231,Domestic Disturbance,88,Crime,whippowill,Harold Becker
2232,Donnie Darko,89,Drama,silurid,Richard Kelly
2233,Don't Say a Word,56,Crime,bardiche,Gary Fleder
2234,Double Take,78,Action,logicists,George Gallo
2235,Down and Out with the Dolls,56,Comedy,parroter,Kurt Voss
2236,Down to Earth,67,Comedy,hell-rake,Chris Weitz
2237,Dr. Dolittle 2,95,Comedy,triphylite,Steve Carr
2238,Driven,47,Action,distancy,Renny Harlin
2239,Elling,4,Comedy,spinnies,Petter NÃ?ss
2240,Enemy at the Gates,81,Drama,resmethrin,Jean-Jacques Annaud
2241,Exit Wounds,93,Action,angledozer,Andrzej Bartkowiak
2242,Final Fantasy: The Spirits Within,81,Action,ethoxylate,Hironobu Sakaguchi
2243,Formula 51,14,Action,ursidae,Ronny Yu
2244,Frailty,93,Crime,whippowill,Bill Paxton
2245,Freddy Got Fingered,95,Comedy,silurid,Tom Green
2246,From Hell,43,Horror,bardiche,Albert Hughes
2247,Get Over It,82,Comedy,logicists,Tommy O'Haver
2248,Ghost World,1,Comedy,parroter,Terry Zwigoff
2249,Ghosts of Mars,37,Action,hell-rake,John Carpenter
2250,Glitter,52,Drama,triphylite,Vondie Curtis-Hall
2251,Gosford Park,92,Drama,distancy,Robert Altman
2252,Hardball,43,Drama,spinnies,Brian Robbins
2253,Harry Potter and the Sorcerer's Stone,12,Adventure,resmethrin,Chris Columbus
2254,Harvard Man,14,Comedy,angledozer,James Toback
2255,Head Over Heels,41,Comedy,ethoxylate,Mark Waters
2256,Heartbreakers,90,Comedy,ursidae,David Mirkin
2257,Hearts in Atlantis,56,Drama,whippowill,Scott Hicks
2258,Hedwig and the Angry Inch,37,Comedy,silurid,John Cameron Mitchell
2259,High Heels and Low Lifes,41,Action,bardiche,Mel Smith
2260,How High,63,Comedy,logicists,Jesse Dylan
2261,I Am Sam,32,Drama,parroter,Jessie Nelson
2262,Impostor,7,Drama,hell-rake,Gary Fleder
2263,In the Bedroom,46,Crime,triphylite,Todd Field
2264,Iris,29,Biography,distancy,Richard Eyre
2265,Jason X,34,Action,spinnies,James Isaac
2266,Jay and Silent Bob Strike Back,39,Comedy,resmethrin,Kevin Smith
2267,Jeepers Creepers,65,Horror,angledozer,Victor Salva
2268,Jimmy Neutron: Boy Genius,28,Action,ethoxylate,John A. Davis
2269,Joe Dirt,82,Adventure,ursidae,Dennie Gordon
2270,Joe Somebody,39,Comedy,whippowill,John Pasquin
2271,Josie and the Pussycats,29,Comedy,silurid,Harry Elfont
2272,Joy Ride,51,Mystery,bardiche,John Dahl
2273,Jurassic Park III,74,Action,logicists,Joe Johnston
2274,Just Visiting,32,Comedy,parroter,Jean-Marie PoirÃ©
2275,Kate & Leopold,23,Comedy,hell-rake,James Mangold
2276,Kiss of the Dragon,97,Action,triphylite,Chris Nahon
2277,Kissing Jessica Stein,6,Comedy,distancy,Charles Herman-Wurmfeld
2278,K-PAX,98,Drama,spinnies,Iain Softley
2279,L.I.E.,64,Crime,resmethrin,Michael Cuesta
2280,Lara Croft: Tomb Raider,43,Action,angledozer,Simon West
2281,Last Orders,56,Drama,ethoxylate,Fred Schepisi
2282,Legally Blonde,37,Comedy,ursidae,Robert Luketic
2283,Life as a House,54,Drama,whippowill,Irwin Winkler
2284,Lovely & Amazing,60,Comedy,silurid,Nicole Holofcener
2285,Lucky Break,70,Comedy,bardiche,Peter Cattaneo
2286,Made,86,Comedy,logicists,Jon Favreau
2287,Max Keeble's Big Move,49,Comedy,parroter,Tim Hill
2288,Mean Machine,74,Comedy,hell-rake,Barry Skolnick
2289,Megiddo: The Omega Code 2,19,Action,triphylite,Brian Trenchard-Smith
2290,Monkeybone,64,Animation,distancy,Henry Selick
2291,Monsoon Wedding,82,Comedy,spinnies,Mira Nair
2292,Monster's Ball,4,Drama,resmethrin,Marc Forster
2293,"Monsters, Inc.",33,Adventure,angledozer,Pete Docter
2294,Moulin Rouge!,12,Drama,ethoxylate,Baz Luhrmann
2295,Mulholland Drive,77,Drama,ursidae,David Lynch
2296,Never Again,26,Comedy,whippowill,Eric Schaeffer
2297,Not Another Teen Movie,12,Comedy,silurid,Joel Gallen
2298,Novocaine,56,Comedy,bardiche,David Atkins
2299,Nowhere in Africa,74,Biography,logicists,Caroline Link
2300,O,12,Drama,parroter,Tim Blake Nelson
2301,Ocean's Eleven,62,Crime,hell-rake,Steven Soderbergh
2302,On the Line,21,Comedy,triphylite,Eric Bross
2303,Original Sin,92,Drama,distancy,Michael Cristofer
2304,Osmosis Jones,51,Action,spinnies,Bobby Farrelly
2305,Out Cold,11,Comedy,resmethrin,Brendan Malloy
2306,Pearl Harbor,23,Action,angledozer,Michael Bay
2307,Planet of the Apes,61,Action,ethoxylate,Tim Burton
2308,Pootie Tang,12,Action,ursidae,Louis C.K.
2309,Rat Race,69,Adventure,whippowill,Jerry Zucker
2310,Recess: School's Out,,Animation,silurid,Chuck Sheetz
2311,Riding in Cars with Boys,98,Biography,bardiche,Penny Marshall
2312,Rock Star,18,Drama,logicists,Stephen Herek
2313,Rush Hour 2,24,Action,parroter,Brett Ratner
2314,Save the Last Dance,11,Drama,hell-rake,Thomas Carter
2315,Saving Silverman,32,Comedy,triphylite,Dennis Dugan
2316,Say It Isn't So,88,Comedy,distancy,J.B. Rogers
2317,Scary Movie 2,45,Comedy,spinnies,Keenen Ivory Wayans
2318,See Spot Run,30,Action,resmethrin,John Whitesell
2319,Serendipity,3,Comedy,angledozer,Peter Chelsom
2320,Session 9,2,Horror,ethoxylate,Brad Anderson
2321,Shallow Hal,5,Comedy,ursidae,Bobby Farrelly
2322,Shaolin Soccer,81,Action,whippowill,Stephen Chow
2323,Shrek,44,Adventure,silurid,Andrew Adamson
2324,Someone Like You...,14,Comedy,bardiche,Tony Goldwyn
2325,Soul Survivors,81,Drama,logicists,Stephen Carpenter
2326,Spirited Away,37,Adventure,parroter,Hayao Miyazaki
2327,Spy Game,77,Action,hell-rake,Tony Scott
2328,Spy Kids,84,Action,triphylite,Robert Rodriguez
2329,Summer Catch,92,Comedy,distancy,Michael Tollin
2330,Super Troopers,85,Comedy,spinnies,Jay Chandrasekhar
2331,Sweet November,11,Drama,resmethrin,Pat O'Connor
2332,Swordfish,88,Action,angledozer,Dominic Sena
2333,Texas Rangers,89,Action,ethoxylate,Steve Miner
2334,The Animal,56,Comedy,ursidae,Luke Greenfield
2335,The Believer,78,Drama,whippowill,Henry Bean
2336,The Brothers,56,Comedy,silurid,Gary Hardwick
2337,The Curse of the Jade Scorpion,67,Comedy,bardiche,Woody Allen
2338,The Fast and the Furious,95,Action,logicists,Rob Cohen
2339,The Forsaken,47,Horror,parroter,J.S. Cardone
2340,The Glass House,4,Crime,hell-rake,Daniel Sackheim
2341,The Jimmy Show,81,Comedy,triphylite,Frank Whaley
2342,The Last Castle,93,Action,distancy,Rod Lurie
2343,The Legend of Suriyothai,81,Action,spinnies,Chatrichalerm Yukol
2344,The Lord of the Rings: The Fellowship of the Ring,14,Action,resmethrin,Peter Jackson
2345,The Lost Skeleton of Cadavra,93,Comedy,angledozer,Larry Blamire
2346,The Majestic,95,Drama,ethoxylate,Frank Darabont
2347,The Mexican,43,Adventure,ursidae,Gore Verbinski
2348,The Mummy Returns,82,Action,whippowill,Stephen Sommers
2349,The Musketeer,1,Action,silurid,Peter Hyams
2350,The One,37,Action,bardiche,James Wong
2351,The Other Side of Heaven,52,Adventure,logicists,Mitch Davis
